item_code,item_id,title,brand,category_id,price,list_price,discount_pct,image_url,avg_rating,sales_count,description
245,p1245,"Sony Mirrorless 1245 - 24MP, 4K Video",Sony,camera,100137,117808,15,https://picsum.photos/seed/p1245/300/200,4.29,3897,High quality imaging for enthusiasts and vloggers.
246,p1246,Epson InkJet 1246 - Wireless Printing,Epson,printer,12432,14626,15,https://picsum.photos/seed/p1246/300/200,4.5,1499,Reliable home-office printer with low-cost cartridges.
247,p1247,Epson InkJet 1247 - Wireless Printing,Epson,printer,27742,30824,10,https://picsum.photos/seed/p1247/300/200,4.65,3854,Reliable home-office printer with low-cost cartridges.
248,p1248,"MSI UltraBook 1248 - 16GB RAM, 512GB SSD",MSI,laptop,90998,90998,0,https://picsum.photos/seed/p1248/300/200,3.78,4664,Powerful laptop for productivity and light gaming. Long battery life and slim design.
249,p1249,"LG Curved Monitor 1249 - 27""",LG,monitor,27112,28539,5,https://picsum.photos/seed/p1249/300/200,3.56,1381,High-refresh IPS panel with thin bezels and adaptive-sync.
250,p1250,Sony Game Console 1250 - 1TB,Sony,gaming_console,40121,40121,0,https://picsum.photos/seed/p1250/300/200,4.11,3056,Next-gen console delivering immersive gaming experiences.
251,p1251,"Lenovo UltraBook 1251 - 16GB RAM, 512GB SSD",Lenovo,laptop,34919,41081,15,https://picsum.photos/seed/p1251/300/200,4.2,1368,Powerful laptop for productivity and light gaming. Long battery life and slim design.
252,p1252,"Oppo X1252 - 8GB RAM, 128GB Storage",Oppo,smartphone,64371,67759,5,https://picsum.photos/seed/p1252/300/200,4.48,1350,High-performance smartphone with excellent camera and display.
253,p1253,TP-Link AC1659 Router 1253,TP-Link,router,3841,4268,10,https://picsum.photos/seed/p1253/300/200,4.69,2095,Fast dual-band WiFi router with parental controls.
254,p1254,Boat Wireless Headphones 1254,Boat,headphones,7729,8588,10,https://picsum.photos/seed/p1254/300/200,3.41,2070,Comfortable headphones with active noise cancellation.
255,p1255,"LG Curved Monitor 1255 - 27""",LG,monitor,21839,25693,15,https://picsum.photos/seed/p1255/300/200,4.42,964,High-refresh IPS panel with thin bezels and adaptive-sync.
256,p1256,"Canon Mirrorless 1256 - 24MP, 4K Video",Canon,camera,133986,133986,0,https://picsum.photos/seed/p1256/300/200,4.13,1701,High quality imaging for enthusiasts and vloggers.
257,p1257,"Samsung Curved Monitor 1257 - 27""",Samsung,monitor,40381,40381,0,https://picsum.photos/seed/p1257/300/200,4.43,829,High-refresh IPS panel with thin bezels and adaptive-sync.
258,p1258,"Nikon Mirrorless 1258 - 24MP, 4K Video",Nikon,camera,118426,131584,10,https://picsum.photos/seed/p1258/300/200,4.46,778,High quality imaging for enthusiasts and vloggers.
259,p1259,"HP UltraBook 1259 - 16GB RAM, 512GB SSD",HP,laptop,84698,84698,0,https://picsum.photos/seed/p1259/300/200,3.88,3739,Powerful laptop for productivity and light gaming. Long battery life and slim design.
260,p1260,"Fujifilm Mirrorless 1260 - 24MP, 4K Video",Fujifilm,camera,35836,39818,10,https://picsum.photos/seed/p1260/300/200,4.75,3954,High quality imaging for enthusiasts and vloggers.
261,p1261,Nintendo Game Console 1261 - 1TB,Nintendo,gaming_console,46659,46659,0,https://picsum.photos/seed/p1261/300/200,4.71,3610,Next-gen console delivering immersive gaming experiences.
262,p1262,"HP UltraBook 1262 - 16GB RAM, 512GB SSD",HP,laptop,104019,122375,15,https://picsum.photos/seed/p1262/300/200,4.09,780,Powerful laptop for productivity and light gaming. Long battery life and slim design.
263,p1263,Netgear AC2186 Router 1263,Netgear,router,10647,10647,0,https://picsum.photos/seed/p1263/300/200,4.06,3844,Fast dual-band WiFi router with parental controls.
264,p1264,"LG Curved Monitor 1264 - 27""",LG,monitor,22595,22595,0,https://picsum.photos/seed/p1264/300/200,3.98,4694,High-refresh IPS panel with thin bezels and adaptive-sync.
265,p1265,"Dell Curved Monitor 1265 - 27""",Dell,monitor,35023,35023,0,https://picsum.photos/seed/p1265/300/200,4.6,4949,High-refresh IPS panel with thin bezels and adaptive-sync.
266,p1266,Nintendo Game Console 1266 - 1TB,Nintendo,gaming_console,28129,29609,5,https://picsum.photos/seed/p1266/300/200,4.15,4914,Next-gen console delivering immersive gaming experiences.
267,p1267,"Samsung Curved Monitor 1267 - 27""",Samsung,monitor,47051,49527,5,https://picsum.photos/seed/p1267/300/200,4.39,375,High-refresh IPS panel with thin bezels and adaptive-sync.
268,p1268,"Xiaomi Tab 1268 - 10.5"" Display, 64GB",Xiaomi,tablet,25332,26665,5,https://picsum.photos/seed/p1268/300/200,3.38,3395,Portable tablet ideal for media and light productivity.
269,p1269,"Apple UltraBook 1269 - 16GB RAM, 512GB SSD",Apple,laptop,134382,158097,15,https://picsum.photos/seed/p1269/300/200,4.02,4164,Powerful laptop for productivity and light gaming. Long battery life and slim design.
270,p1270,"Samsung Tab 1270 - 10.5"" Display, 64GB",Samsung,tablet,49357,49357,0,https://picsum.photos/seed/p1270/300/200,3.67,2808,Portable tablet ideal for media and light productivity.
271,p1271,"Fujifilm Mirrorless 1271 - 24MP, 4K Video",Fujifilm,camera,64179,64179,0,https://picsum.photos/seed/p1271/300/200,3.54,2380,High quality imaging for enthusiasts and vloggers.
272,p1272,Epson InkJet 1272 - Wireless Printing,Epson,printer,24035,28276,15,https://picsum.photos/seed/p1272/300/200,4.17,3419,Reliable home-office printer with low-cost cartridges.
273,p1273,JBL Wireless Headphones 1273,JBL,headphones,4709,4709,0,https://picsum.photos/seed/p1273/300/200,4.87,2052,Comfortable headphones with active noise cancellation.
274,p1274,"Apple Tab 1274 - 10.5"" Display, 64GB",Apple,tablet,57013,63348,10,https://picsum.photos/seed/p1274/300/200,3.6,2356,Portable tablet ideal for media and light productivity.
275,p1275,"Asus UltraBook 1275 - 16GB RAM, 512GB SSD",Asus,laptop,115862,121960,5,https://picsum.photos/seed/p1275/300/200,4.48,4477,Powerful laptop for productivity and light gaming. Long battery life and slim design.
276,p1276,Sony Game Console 1276 - 1TB,Sony,gaming_console,35748,39720,10,https://picsum.photos/seed/p1276/300/200,3.67,2164,Next-gen console delivering immersive gaming experiences.
277,p1277,"Samsung Tab 1277 - 10.5"" Display, 64GB",Samsung,tablet,53684,56510,5,https://picsum.photos/seed/p1277/300/200,4.03,4691,Portable tablet ideal for media and light productivity.
278,p1278,JBL Wireless Headphones 1278,JBL,headphones,9727,11444,15,https://picsum.photos/seed/p1278/300/200,3.89,2862,Comfortable headphones with active noise cancellation.
279,p1279,"Sony Smart TV 1279 - 4K UHD, 55""",Sony,tv,172974,182078,5,https://picsum.photos/seed/p1279/300/200,3.96,1997,Crisp 4K HDR display with smart OS and multiple HDMI ports.
280,p1280,"Apple UltraBook 1280 - 16GB RAM, 512GB SSD",Apple,laptop,62748,69720,10,https://picsum.photos/seed/p1280/300/200,4.03,2428,Powerful laptop for productivity and light gaming. Long battery life and slim design.
281,p1281,"LG Smart TV 1281 - 4K UHD, 43""",LG,tv,161026,161026,0,https://picsum.photos/seed/p1281/300/200,4.67,3475,Crisp 4K HDR display with smart OS and multiple HDMI ports.
282,p1282,"OnePlus X1282 - 8GB RAM, 128GB Storage",OnePlus,smartphone,105896,105896,0,https://picsum.photos/seed/p1282/300/200,3.5,2063,High-performance smartphone with excellent camera and display.
283,p1283,Sony Wireless Headphones 1283,Sony,headphones,2106,2106,0,https://picsum.photos/seed/p1283/300/200,4.11,518,Comfortable headphones with active noise cancellation.
284,p1284,Sony Game Console 1284 - 1TB,Sony,gaming_console,39996,39996,0,https://picsum.photos/seed/p1284/300/200,4.01,4370,Next-gen console delivering immersive gaming experiences.
285,p1285,"Sony Smart TV 1285 - 4K UHD, 65""",Sony,tv,83413,98133,15,https://picsum.photos/seed/p1285/300/200,3.44,342,Crisp 4K HDR display with smart OS and multiple HDMI ports.
286,p1286,"Acer UltraBook 1286 - 16GB RAM, 512GB SSD",Acer,laptop,62315,62315,0,https://picsum.photos/seed/p1286/300/200,4.25,2070,Powerful laptop for productivity and light gaming. Long battery life and slim design.
287,p1287,"Samsung Smart TV 1287 - 4K UHD, 50""",Samsung,tv,155684,163878,5,https://picsum.photos/seed/p1287/300/200,3.37,4756,Crisp 4K HDR display with smart OS and multiple HDMI ports.
288,p1288,"Samsung Curved Monitor 1288 - 27""",Samsung,monitor,24502,28826,15,https://picsum.photos/seed/p1288/300/200,4.32,4785,High-refresh IPS panel with thin bezels and adaptive-sync.
289,p1289,"Lenovo Tab 1289 - 10.5"" Display, 64GB",Lenovo,tablet,10316,10316,0,https://picsum.photos/seed/p1289/300/200,4.36,2716,Portable tablet ideal for media and light productivity.
290,p1290,"Asus Curved Monitor 1290 - 27""",Asus,monitor,13372,13372,0,https://picsum.photos/seed/p1290/300/200,3.65,626,High-refresh IPS panel with thin bezels and adaptive-sync.
291,p1291,"Samsung X1291 - 8GB RAM, 128GB Storage",Samsung,smartphone,103379,108820,5,https://picsum.photos/seed/p1291/300/200,3.87,4830,High-performance smartphone with excellent camera and display.
292,p1292,"Nikon Mirrorless 1292 - 24MP, 4K Video",Nikon,camera,81738,90820,10,https://picsum.photos/seed/p1292/300/200,3.47,4639,High quality imaging for enthusiasts and vloggers.
293,p1293,Nintendo Game Console 1293 - 1TB,Nintendo,gaming_console,39211,39211,0,https://picsum.photos/seed/p1293/300/200,4.34,4242,Next-gen console delivering immersive gaming experiences.
294,p1294,Canon InkJet 1294 - Wireless Printing,Canon,printer,7125,8382,15,https://picsum.photos/seed/p1294/300/200,4.17,3085,Reliable home-office printer with low-cost cartridges.
295,p1295,D-Link AC2258 Router 1295,D-Link,router,7281,7281,0,https://picsum.photos/seed/p1295/300/200,4.05,1138,Fast dual-band WiFi router with parental controls.
296,p1296,"LG Curved Monitor 1296 - 27""",LG,monitor,28564,31738,10,https://picsum.photos/seed/p1296/300/200,4.58,928,High-refresh IPS panel with thin bezels and adaptive-sync.
297,p1297,"Asus Curved Monitor 1297 - 27""",Asus,monitor,13924,16381,15,https://picsum.photos/seed/p1297/300/200,3.27,4688,High-refresh IPS panel with thin bezels and adaptive-sync.
298,p1298,"Apple Tab 1298 - 10.5"" Display, 64GB",Apple,tablet,32914,36571,10,https://picsum.photos/seed/p1298/300/200,4.23,3861,Portable tablet ideal for media and light productivity.
299,p1299,"LG Curved Monitor 1299 - 27""",LG,monitor,46400,48842,5,https://picsum.photos/seed/p1299/300/200,4.77,4886,High-refresh IPS panel with thin bezels and adaptive-sync.
300,p1300,Sony Game Console 1300 - 1TB,Sony,gaming_console,24801,24801,0,https://picsum.photos/seed/p1300/300/200,3.5,4913,Next-gen console delivering immersive gaming experiences.
301,p1301,"MSI UltraBook 1301 - 16GB RAM, 512GB SSD",MSI,laptop,158095,166416,5,https://picsum.photos/seed/p1301/300/200,4.69,4340,Powerful laptop for productivity and light gaming. Long battery life and slim design.
302,p1302,TP-Link AC2817 Router 1302,TP-Link,router,3508,3693,5,https://picsum.photos/seed/p1302/300/200,4.22,4454,Fast dual-band WiFi router with parental controls.
303,p1303,D-Link AC1211 Router 1303,D-Link,router,7262,7644,5,https://picsum.photos/seed/p1303/300/200,3.38,3490,Fast dual-band WiFi router with parental controls.
304,p1304,Microsoft Game Console 1304 - 1TB,Microsoft,gaming_console,35769,42081,15,https://picsum.photos/seed/p1304/300/200,4.02,3032,Next-gen console delivering immersive gaming experiences.
305,p1305,Boat Wireless Headphones 1305,Boat,headphones,16058,16058,0,https://picsum.photos/seed/p1305/300/200,3.37,4164,Comfortable headphones with active noise cancellation.
306,p1306,D-Link AC1529 Router 1306,D-Link,router,8766,9227,5,https://picsum.photos/seed/p1306/300/200,3.58,655,Fast dual-band WiFi router with parental controls.
307,p1307,Sony Game Console 1307 - 1TB,Sony,gaming_console,51266,56962,10,https://picsum.photos/seed/p1307/300/200,3.22,4244,Next-gen console delivering immersive gaming experiences.
308,p1308,"Nikon Mirrorless 1308 - 24MP, 4K Video",Nikon,camera,105634,105634,0,https://picsum.photos/seed/p1308/300/200,4.86,711,High quality imaging for enthusiasts and vloggers.
309,p1309,"Fujifilm Mirrorless 1309 - 24MP, 4K Video",Fujifilm,camera,88218,92861,5,https://picsum.photos/seed/p1309/300/200,4.43,4580,High quality imaging for enthusiasts and vloggers.
310,p1310,Microsoft Game Console 1310 - 1TB,Microsoft,gaming_console,22500,26471,15,https://picsum.photos/seed/p1310/300/200,3.38,592,Next-gen console delivering immersive gaming experiences.
311,p1311,JBL Wireless Headphones 1311,JBL,headphones,14784,17393,15,https://picsum.photos/seed/p1311/300/200,4.02,1992,Comfortable headphones with active noise cancellation.
312,p1312,Canon InkJet 1312 - Wireless Printing,Canon,printer,17539,17539,0,https://picsum.photos/seed/p1312/300/200,4.56,3378,Reliable home-office printer with low-cost cartridges.
313,p1313,Epson InkJet 1313 - Wireless Printing,Epson,printer,24368,27075,10,https://picsum.photos/seed/p1313/300/200,3.73,1790,Reliable home-office printer with low-cost cartridges.
314,p1314,Microsoft Game Console 1314 - 1TB,Microsoft,gaming_console,30021,30021,0,https://picsum.photos/seed/p1314/300/200,4.62,2916,Next-gen console delivering immersive gaming experiences.
315,p1315,"Apple Tab 1315 - 10.5"" Display, 64GB",Apple,tablet,45456,53478,15,https://picsum.photos/seed/p1315/300/200,3.74,4706,Portable tablet ideal for media and light productivity.
316,p1316,"Fujifilm Mirrorless 1316 - 24MP, 4K Video",Fujifilm,camera,123326,123326,0,https://picsum.photos/seed/p1316/300/200,4.05,3225,High quality imaging for enthusiasts and vloggers.
317,p1317,"Xiaomi Tab 1317 - 10.5"" Display, 64GB",Xiaomi,tablet,26083,30686,15,https://picsum.photos/seed/p1317/300/200,4.67,1533,Portable tablet ideal for media and light productivity.
318,p1318,JBL Wireless Headphones 1318,JBL,headphones,25618,28465,10,https://picsum.photos/seed/p1318/300/200,3.68,1473,Comfortable headphones with active noise cancellation.
319,p1319,Sony Game Console 1319 - 1TB,Sony,gaming_console,24800,24800,0,https://picsum.photos/seed/p1319/300/200,3.5,4092,Next-gen console delivering immersive gaming experiences.
320,p1320,"Lenovo Tab 1320 - 10.5"" Display, 64GB",Lenovo,tablet,62949,66262,5,https://picsum.photos/seed/p1320/300/200,4.01,788,Portable tablet ideal for media and light productivity.
321,p1321,"Samsung Curved Monitor 1321 - 27""",Samsung,monitor,15945,15945,0,https://picsum.photos/seed/p1321/300/200,4.18,4410,High-refresh IPS panel with thin bezels and adaptive-sync.
322,p1322,"Lenovo Tab 1322 - 10.5"" Display, 64GB",Lenovo,tablet,60773,60773,0,https://picsum.photos/seed/p1322/300/200,4.68,2763,Portable tablet ideal for media and light productivity.
323,p1323,Netgear AC2938 Router 1323,Netgear,router,6022,6691,10,https://picsum.photos/seed/p1323/300/200,3.66,3644,Fast dual-band WiFi router with parental controls.
324,p1324,Epson InkJet 1324 - Wireless Printing,Epson,printer,28847,28847,0,https://picsum.photos/seed/p1324/300/200,3.87,782,Reliable home-office printer with low-cost cartridges.
325,p1325,"Realme X1325 - 8GB RAM, 128GB Storage",Realme,smartphone,72845,76679,5,https://picsum.photos/seed/p1325/300/200,3.59,2327,High-performance smartphone with excellent camera and display.
326,p1326,"LG Curved Monitor 1326 - 27""",LG,monitor,33324,39205,15,https://picsum.photos/seed/p1326/300/200,3.96,4417,High-refresh IPS panel with thin bezels and adaptive-sync.
327,p1327,"Xiaomi Tab 1327 - 10.5"" Display, 64GB",Xiaomi,tablet,62610,69567,10,https://picsum.photos/seed/p1327/300/200,3.64,2486,Portable tablet ideal for media and light productivity.
328,p1328,"HP UltraBook 1328 - 16GB RAM, 512GB SSD",HP,laptop,109414,115173,5,https://picsum.photos/seed/p1328/300/200,4.21,59,Powerful laptop for productivity and light gaming. Long battery life and slim design.
329,p1329,JBL Wireless Headphones 1329,JBL,headphones,25796,25796,0,https://picsum.photos/seed/p1329/300/200,3.92,1962,Comfortable headphones with active noise cancellation.
330,p1330,Boat Wireless Headphones 1330,Boat,headphones,8958,9953,10,https://picsum.photos/seed/p1330/300/200,4.25,2229,Comfortable headphones with active noise cancellation.
331,p1331,Microsoft Game Console 1331 - 1TB,Microsoft,gaming_console,20875,23194,10,https://picsum.photos/seed/p1331/300/200,4.44,1907,Next-gen console delivering immersive gaming experiences.
332,p1332,"OnePlus X1332 - 8GB RAM, 128GB Storage",OnePlus,smartphone,52815,52815,0,https://picsum.photos/seed/p1332/300/200,4.63,1196,High-performance smartphone with excellent camera and display.
333,p1333,"Lenovo UltraBook 1333 - 16GB RAM, 512GB SSD",Lenovo,laptop,163246,163246,0,https://picsum.photos/seed/p1333/300/200,4.45,274,Powerful laptop for productivity and light gaming. Long battery life and slim design.
334,p1334,"Xiaomi Smart TV 1334 - 4K UHD, 43""",Xiaomi,tv,198636,198636,0,https://picsum.photos/seed/p1334/300/200,3.63,2447,Crisp 4K HDR display with smart OS and multiple HDMI ports.
335,p1335,"LG Smart TV 1335 - 4K UHD, 43""",LG,tv,167322,185913,10,https://picsum.photos/seed/p1335/300/200,4.54,73,Crisp 4K HDR display with smart OS and multiple HDMI ports.
336,p1336,"Acer UltraBook 1336 - 16GB RAM, 512GB SSD",Acer,laptop,80630,80630,0,https://picsum.photos/seed/p1336/300/200,3.8,1260,Powerful laptop for productivity and light gaming. Long battery life and slim design.
337,p1337,Sony Wireless Headphones 1337,Sony,headphones,12281,13646,10,https://picsum.photos/seed/p1337/300/200,3.81,1103,Comfortable headphones with active noise cancellation.
338,p1338,"Canon Mirrorless 1338 - 24MP, 4K Video",Canon,camera,110544,116362,5,https://picsum.photos/seed/p1338/300/200,4.45,2255,High quality imaging for enthusiasts and vloggers.
339,p1339,Nintendo Game Console 1339 - 1TB,Nintendo,gaming_console,12790,15047,15,https://picsum.photos/seed/p1339/300/200,3.84,1519,Next-gen console delivering immersive gaming experiences.
340,p1340,"Acer UltraBook 1340 - 16GB RAM, 512GB SSD",Acer,laptop,92336,102596,10,https://picsum.photos/seed/p1340/300/200,4.5,1262,Powerful laptop for productivity and light gaming. Long battery life and slim design.
341,p1341,Microsoft Game Console 1341 - 1TB,Microsoft,gaming_console,17049,17049,0,https://picsum.photos/seed/p1341/300/200,4.03,808,Next-gen console delivering immersive gaming experiences.
342,p1342,"Acer UltraBook 1342 - 16GB RAM, 512GB SSD",Acer,laptop,151583,168426,10,https://picsum.photos/seed/p1342/300/200,4.78,655,Powerful laptop for productivity and light gaming. Long battery life and slim design.
343,p1343,"Dell Curved Monitor 1343 - 27""",Dell,monitor,42669,42669,0,https://picsum.photos/seed/p1343/300/200,4.81,4255,High-refresh IPS panel with thin bezels and adaptive-sync.
344,p1344,"Samsung X1344 - 8GB RAM, 128GB Storage",Samsung,smartphone,29549,32832,10,https://picsum.photos/seed/p1344/300/200,4.47,4723,High-performance smartphone with excellent camera and display.
345,p1345,Epson InkJet 1345 - Wireless Printing,Epson,printer,16342,18158,10,https://picsum.photos/seed/p1345/300/200,4.79,2581,Reliable home-office printer with low-cost cartridges.
346,p1346,JBL Wireless Headphones 1346,JBL,headphones,14268,15019,5,https://picsum.photos/seed/p1346/300/200,3.81,3706,Comfortable headphones with active noise cancellation.
347,p1347,"Asus Curved Monitor 1347 - 27""",Asus,monitor,8008,8430,5,https://picsum.photos/seed/p1347/300/200,3.24,2260,High-refresh IPS panel with thin bezels and adaptive-sync.
348,p1348,Boat Wireless Headphones 1348,Boat,headphones,16505,17374,5,https://picsum.photos/seed/p1348/300/200,3.36,3275,Comfortable headphones with active noise cancellation.
349,p1349,Sony Game Console 1349 - 1TB,Sony,gaming_console,51309,54009,5,https://picsum.photos/seed/p1349/300/200,3.26,4720,Next-gen console delivering immersive gaming experiences.
350,p1350,TP-Link AC3087 Router 1350,TP-Link,router,3474,3474,0,https://picsum.photos/seed/p1350/300/200,4.28,3133,Fast dual-band WiFi router with parental controls.
351,p1351,"Lenovo UltraBook 1351 - 16GB RAM, 512GB SSD",Lenovo,laptop,67329,79211,15,https://picsum.photos/seed/p1351/300/200,4.06,1819,Powerful laptop for productivity and light gaming. Long battery life and slim design.
352,p1352,D-Link AC1503 Router 1352,D-Link,router,2076,2307,10,https://picsum.photos/seed/p1352/300/200,4.05,1068,Fast dual-band WiFi router with parental controls.
353,p1353,"Xiaomi Tab 1353 - 10.5"" Display, 64GB",Xiaomi,tablet,45070,47442,5,https://picsum.photos/seed/p1353/300/200,4.52,2649,Portable tablet ideal for media and light productivity.
354,p1354,Sony Game Console 1354 - 1TB,Sony,gaming_console,33227,34976,5,https://picsum.photos/seed/p1354/300/200,4.25,3622,Next-gen console delivering immersive gaming experiences.
355,p1355,Sony Game Console 1355 - 1TB,Sony,gaming_console,15788,18574,15,https://picsum.photos/seed/p1355/300/200,4.78,2356,Next-gen console delivering immersive gaming experiences.
356,p1356,"Lenovo UltraBook 1356 - 16GB RAM, 512GB SSD",Lenovo,laptop,150081,157980,5,https://picsum.photos/seed/p1356/300/200,4.13,1157,Powerful laptop for productivity and light gaming. Long battery life and slim design.
357,p1357,"Asus UltraBook 1357 - 16GB RAM, 512GB SSD",Asus,laptop,84648,84648,0,https://picsum.photos/seed/p1357/300/200,3.31,2222,Powerful laptop for productivity and light gaming. Long battery life and slim design.
358,p1358,HP InkJet 1358 - Wireless Printing,HP,printer,7024,8263,15,https://picsum.photos/seed/p1358/300/200,4.84,4593,Reliable home-office printer with low-cost cartridges.
359,p1359,"HP UltraBook 1359 - 16GB RAM, 512GB SSD",HP,laptop,169844,178783,5,https://picsum.photos/seed/p1359/300/200,4.26,1934,Powerful laptop for productivity and light gaming. Long battery life and slim design.
360,p1360,JBL Wireless Headphones 1360,JBL,headphones,10942,10942,0,https://picsum.photos/seed/p1360/300/200,3.35,3131,Comfortable headphones with active noise cancellation.
361,p1361,Boat Wireless Headphones 1361,Boat,headphones,30436,30436,0,https://picsum.photos/seed/p1361/300/200,4.31,4759,Comfortable headphones with active noise cancellation.
362,p1362,Bose Wireless Headphones 1362,Bose,headphones,5444,5444,0,https://picsum.photos/seed/p1362/300/200,3.51,1192,Comfortable headphones with active noise cancellation.
363,p1363,"MSI UltraBook 1363 - 16GB RAM, 512GB SSD",MSI,laptop,148538,148538,0,https://picsum.photos/seed/p1363/300/200,3.42,214,Powerful laptop for productivity and light gaming. Long battery life and slim design.
364,p1364,Nintendo Game Console 1364 - 1TB,Nintendo,gaming_console,20219,23787,15,https://picsum.photos/seed/p1364/300/200,4.0,3063,Next-gen console delivering immersive gaming experiences.
365,p1365,"Xiaomi Tab 1365 - 10.5"" Display, 64GB",Xiaomi,tablet,22665,22665,0,https://picsum.photos/seed/p1365/300/200,4.49,541,Portable tablet ideal for media and light productivity.
366,p1366,"Xiaomi Tab 1366 - 10.5"" Display, 64GB",Xiaomi,tablet,57943,68168,15,https://picsum.photos/seed/p1366/300/200,4.8,4685,Portable tablet ideal for media and light productivity.
367,p1367,Nintendo Game Console 1367 - 1TB,Nintendo,gaming_console,15815,17572,10,https://picsum.photos/seed/p1367/300/200,4.08,403,Next-gen console delivering immersive gaming experiences.
368,p1368,"LG Smart TV 1368 - 4K UHD, 65""",LG,tv,85455,94950,10,https://picsum.photos/seed/p1368/300/200,4.61,3700,Crisp 4K HDR display with smart OS and multiple HDMI ports.
369,p1369,"Vivo X1369 - 8GB RAM, 128GB Storage",Vivo,smartphone,56544,59520,5,https://picsum.photos/seed/p1369/300/200,3.75,1343,High-performance smartphone with excellent camera and display.
370,p1370,"Samsung X1370 - 8GB RAM, 128GB Storage",Samsung,smartphone,81998,91109,10,https://picsum.photos/seed/p1370/300/200,4.14,359,High-performance smartphone with excellent camera and display.
371,p1371,"Lenovo Tab 1371 - 10.5"" Display, 64GB",Lenovo,tablet,60407,60407,0,https://picsum.photos/seed/p1371/300/200,3.4,1077,Portable tablet ideal for media and light productivity.
372,p1372,"Samsung Smart TV 1372 - 4K UHD, 55""",Samsung,tv,128109,150716,15,https://picsum.photos/seed/p1372/300/200,4.32,3717,Crisp 4K HDR display with smart OS and multiple HDMI ports.
373,p1373,D-Link AC2431 Router 1373,D-Link,router,11799,11799,0,https://picsum.photos/seed/p1373/300/200,3.29,2859,Fast dual-band WiFi router with parental controls.
374,p1374,"Dell UltraBook 1374 - 16GB RAM, 512GB SSD",Dell,laptop,100499,118234,15,https://picsum.photos/seed/p1374/300/200,4.17,4605,Powerful laptop for productivity and light gaming. Long battery life and slim design.
375,p1375,"Xiaomi Tab 1375 - 10.5"" Display, 64GB",Xiaomi,tablet,57347,60365,5,https://picsum.photos/seed/p1375/300/200,4.0,999,Portable tablet ideal for media and light productivity.
376,p1376,"Sony Mirrorless 1376 - 24MP, 4K Video",Sony,camera,27732,32626,15,https://picsum.photos/seed/p1376/300/200,4.79,2352,High quality imaging for enthusiasts and vloggers.
377,p1377,Netgear AC1731 Router 1377,Netgear,router,10408,11564,10,https://picsum.photos/seed/p1377/300/200,4.04,1473,Fast dual-band WiFi router with parental controls.
378,p1378,Sony Game Console 1378 - 1TB,Sony,gaming_console,49792,55324,10,https://picsum.photos/seed/p1378/300/200,3.28,2864,Next-gen console delivering immersive gaming experiences.
379,p1379,Bose Wireless Headphones 1379,Bose,headphones,34206,34206,0,https://picsum.photos/seed/p1379/300/200,3.39,2730,Comfortable headphones with active noise cancellation.
380,p1380,Canon InkJet 1380 - Wireless Printing,Canon,printer,24332,27035,10,https://picsum.photos/seed/p1380/300/200,3.46,3773,Reliable home-office printer with low-cost cartridges.
381,p1381,JBL Wireless Headphones 1381,JBL,headphones,21676,21676,0,https://picsum.photos/seed/p1381/300/200,3.55,2717,Comfortable headphones with active noise cancellation.
382,p1382,HP InkJet 1382 - Wireless Printing,HP,printer,32603,32603,0,https://picsum.photos/seed/p1382/300/200,4.67,2525,Reliable home-office printer with low-cost cartridges.
383,p1383,Epson InkJet 1383 - Wireless Printing,Epson,printer,18818,19808,5,https://picsum.photos/seed/p1383/300/200,4.53,1655,Reliable home-office printer with low-cost cartridges.
384,p1384,"Realme X1384 - 8GB RAM, 128GB Storage",Realme,smartphone,73543,73543,0,https://picsum.photos/seed/p1384/300/200,4.6,4228,High-performance smartphone with excellent camera and display.
385,p1385,"Samsung Tab 1385 - 10.5"" Display, 64GB",Samsung,tablet,66676,66676,0,https://picsum.photos/seed/p1385/300/200,3.38,2559,Portable tablet ideal for media and light productivity.
386,p1386,"Acer UltraBook 1386 - 16GB RAM, 512GB SSD",Acer,laptop,90259,95009,5,https://picsum.photos/seed/p1386/300/200,3.45,2241,Powerful laptop for productivity and light gaming. Long battery life and slim design.
387,p1387,"Samsung X1387 - 8GB RAM, 128GB Storage",Samsung,smartphone,76006,80006,5,https://picsum.photos/seed/p1387/300/200,4.24,2774,High-performance smartphone with excellent camera and display.
388,p1388,Sennheiser Wireless Headphones 1388,Sennheiser,headphones,6643,6643,0,https://picsum.photos/seed/p1388/300/200,4.4,4855,Comfortable headphones with active noise cancellation.
389,p1389,"Samsung Curved Monitor 1389 - 27""",Samsung,monitor,57528,57528,0,https://picsum.photos/seed/p1389/300/200,4.58,3836,High-refresh IPS panel with thin bezels and adaptive-sync.
390,p1390,"Realme X1390 - 8GB RAM, 128GB Storage",Realme,smartphone,66191,69675,5,https://picsum.photos/seed/p1390/300/200,4.54,2660,High-performance smartphone with excellent camera and display.
391,p1391,"Asus Curved Monitor 1391 - 27""",Asus,monitor,26498,26498,0,https://picsum.photos/seed/p1391/300/200,4.06,3323,High-refresh IPS panel with thin bezels and adaptive-sync.
392,p1392,"Xiaomi X1392 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,70045,77828,10,https://picsum.photos/seed/p1392/300/200,3.85,2791,High-performance smartphone with excellent camera and display.
393,p1393,"Xiaomi Smart TV 1393 - 4K UHD, 65""",Xiaomi,tv,69620,81906,15,https://picsum.photos/seed/p1393/300/200,3.99,4547,Crisp 4K HDR display with smart OS and multiple HDMI ports.
